ID;First_pokemon;First_attack;Second_attack;Third_attack;Fouth_attack;Second_pokemon;First_attack.1;Second_attack.1;Third_attack.1;Fouth_attack.1;Winner
29773;450;324;86;422;313;332;246;111;352;393;450
29774;325;313;322;91;358;531;261;506;63;218;531
29775;757;374;269;272;473;26;218;91;44;162;26
29776;680;281;446;435;188;53;203;73;404;164;680
29777;370;541;512;322;88;587;332;129;504;207;587
29778;547;207;416;244;62;51;72;51;204;182;547
29779;768;370;89;519;200;223;91;399;29;168;223
29780;723;94;227;76;610;611;154;15;279;58;611
29781;523;63;77;290;46;185;218;104;599;572;185
29782;380;189;102;332;163;310;313;206;412;313;380
29783;649;435;87;87;343;445;156;446;343;213;649
29784;428;334;322;29;442;44;343;175;313;53;44
29785;754;496;230;156;412;353;174;426;83;254;353
29786;494;242;202;36;442;776;104;36;36;341;494
29787;155;422;406;97;99;242;340;48;173;104;155
29788;235;46;421;163;46;18;450;106;106;450;235
29789;724;138;519;97;502;352;263;565;599;258;352
29790;266;91;561;253;610;284;70;272;124;283;284
29791;101;9;286;472;101;141;214;173;87;58;101
29792;764;503;59;401;14;396;196;506;237;258;764
29793;469;543;207;148;148;96;118;445;50;491;96
29794;418;104;263;92;468;162;92;29;59;203;418
29795;284;503;318;189;496;791;528;241;269;143;284
29796;162;104;25;32;197;367;497;363;211;254;367
29797;310;102;36;219;156;101;194;290;417;371;101
29798;464;173;269;119;194;612;116;37;237;523;612
29799;641;248;207;347;173;179;207;133;239;133;179
29800;141;496;99;242;423;197;486;270;411;102;141
29801;571;263;569;156;269;573;173;207;214;216;573
29802;460;173;237;502;502;326;91;91;363;389;326
29803;338;209;240;451;114;414;33;228;196;164;414
29804;220;182;356;334;175;317;154;332;71;148;317
29805;560;34;76;360;213;285;244;259;263;510;560
29806;160;99;214;99;59;588;168;316;148;277;588
29807;643;207;258;56;615;683;523;241;10;451;643
29808;709;173;157;182;249;501;445;218;276;201;709
29809;252;175;68;36;229;267;523;414;102;157;267
29810;209;246;103;207;129;699;393;263;103;92;699
29811;453;203;474;188;107;514;277;60;226;201;514
29812;751;15;427;280;103;295;38;569;341;175;751
29813;37;498;210;231;168;74;34;67;270;238;37
29814;382;352;102;341;503;246;542;179;18;65;382
29815;127;40;376;496;57;131;138;290;38;94;131
29816;476;263;396;15;490;227;514;44;164;332;476
29817;402;55;38;445;59;225;207;529;34;525;402
29818;505;409;409;213;104;600;339;157;213;496;600
29819;230;372;222;98;228;69;26;5;477;86;230
29820;677;430;247;207;339;218;150;194;227;243;677
29821;153;130;67;414;334;641;148;70;203;271;153
29822;69;203;272;171;412;316;247;314;173;218;316
29823;143;36;258;109;92;227;168;608;217;182;143
29824;567;243;214;253;253;670;598;394;114;156;670
29825;98;581;258;508;350;738;80;576;241;22;738
29826;216;220;63;38;109;266;164;203;263;496;216
29827;465;175;36;214;209;132;501;244;332;207;465
29828;171;249;173;231;428;423;290;523;128;38;423
29829;726;104;240;237;526;598;496;218;70;291;726
29830;452;565;253;240;1;781;235;213;360;202;452
29831;343;227;68;33;98;112;552;171;115;218;343
29832;763;104;168;237;290;40;419;7;46;157;40
29833;775;33;352;213;204;37;57;269;498;45;37
29834;36;45;32;241;240;166;493;524;99;572;166
29835;492;422;276;34;156;305;207;240;286;7;305
29836;209;445;141;369;405;367;542;366;406;240;209
29837;169;92;214;45;45;65;245;225;172;29;65
29838;589;130;14;201;232;205;111;270;214;331;205
29839;11;428;203;323;117;566;555;332;203;173;11
29840;743;216;70;70;494;619;164;290;479;110;619
29841;657;404;163;7;451;768;200;596;468;333;768
29842;213;63;204;290;311;581;369;156;164;116;581
29843;422;36;219;250;237;212;92;387;383;277;212
29844;694;422;334;216;334;579;43;565;16;526;694
29845;495;239;1;14;337;357;567;45;214;324;495
29846;266;270;371;555;416;685;85;76;67;430;685
29847;313;59;40;85;249;438;386;526;253;168;438
29848;390;325;9;416;373;389;193;261;50;196;389
29849;268;196;510;484;445;288;92;85;363;213;288
29850;142;37;182;291;349;587;237;366;565;156;142
29851;515;241;251;57;240;335;127;36;427;104;335
29852;223;445;174;355;40;266;270;253;89;38;223
29853;129;342;173;130;218;323;182;145;253;341;129
29854;467;164;250;46;46;699;156;290;355;542;467
29855;584;173;156;36;182;735;213;78;502;542;584
29856;110;389;268;182;240;280;374;510;29;98;110
29857;733;81;26;77;450;436;327;280;203;519;436
29858;689;263;306;542;496;462;466;203;202;554;462
29859;472;104;70;36;182;632;14;10;383;421;472
29860;554;173;515;324;277;10;76;504;360;330;554
29861;369;70;89;514;237;229;442;129;400;48;229
29862;104;444;21;484;184;96;107;182;202;85;104
29863;345;210;605;170;214;336;283;263;428;370;336
29864;445;247;133;210;431;363;389;371;437;210;363
29865;412;280;290;271;241;197;182;283;218;91;412
29866;657;451;447;71;87;451;555;313;92;521;451
29867;750;290;210;442;514;665;51;192;128;202;665
29868;313;281;241;538;214;679;409;263;411;411;679
29869;152;203;496;163;175;24;36;182;332;98;24
29870;243;174;291;214;352;323;111;214;59;445;243
29871;77;29;267;311;78;14;527;33;527;33;77
29872;10;70;114;173;334;161;56;416;349;240;161
29873;495;164;583;424;216;175;184;58;276;468;495
29874;623;257;355;19;246;713;311;599;237;19;623
29875;165;398;416;120;69;667;278;495;218;290;165
29876;450;38;36;168;29;720;46;339;129;514;450
29877;214;168;314;260;565;406;571;291;487;531;406
29878;573;468;321;44;510;617;360;218;598;270;573
29879;763;164;14;341;406;549;313;182;237;313;549
29880;310;76;290;34;447;229;68;116;206;237;229
29881;465;528;29;87;266;504;264;551;157;374;465
29882;316;214;203;189;154;585;496;157;153;599;585
29883;224;259;334;568;263;536;241;138;389;32;536
29884;798;282;472;451;93;9;355;411;66;499;9
29885;333;521;106;263;237;382;92;565;114;109;333
29886;748;497;324;356;371;558;315;123;164;38;748
29887;20;390;148;129;106;764;396;401;482;453;20
29888;630;124;409;191;475;35;445;39;188;33;630
29889;363;213;14;104;202;242;56;182;372;116;242
29890;1;33;345;13;210;687;565;555;368;67;687
29891;204;38;216;102;241;97;341;156;207;8;97
29892;465;270;213;87;205;730;156;403;382;216;465
29893;218;194;227;68;227;765;213;97;84;201;765
29894;359;104;68;389;318;296;118;503;445;280;296
29895;596;253;203;340;263;114;210;223;196;36;596
29896;111;203;24;174;241;675;258;374;565;189;675
29897;177;213;401;164;249;584;414;267;397;479;177
29898;118;205;363;220;474;277;70;34;218;510;277
29899;409;44;15;273;231;301;369;97;501;496;301
29900;651;237;64;38;64;624;277;164;101;168;651
29901;231;522;470;445;470;656;263;290;512;244;656
29902;559;231;528;374;315;99;128;164;207;99;99
29903;263;207;218;442;113;518;104;5;268;60;263
29904;62;402;102;332;441;577;60;248;133;565;62
29905;121;214;34;565;276;579;565;565;211;263;579
29906;790;105;174;214;156;458;182;182;527;527;458
29907;617;269;610;424;264;38;50;270;474;38;617
29908;216;237;263;244;466;630;300;491;202;120;216
29909;317;506;206;203;28;173;242;496;335;253;173
29910;268;496;126;174;58;473;180;451;261;314;473
29911;595;498;92;89;370;330;34;241;21;218;330
29912;786;402;433;502;249;779;459;76;261;180;786
29913;440;182;497;117;432;188;113;150;186;234;440
29914;295;569;216;189;92;451;203;70;207;70;451
29915;428;289;7;295;171;209;246;14;156;202;428
29916;217;237;237;237;237;687;63;179;36;201;687
29917;362;83;48;366;214;470;218;106;196;34;362
29918;521;164;432;203;184;435;452;276;331;237;521
29919;152;182;363;229;205;501;182;237;352;341;152
29920;516;439;484;184;207;472;204;10;387;374;516
29921;258;214;223;203;227;355;445;414;490;33;355
29922;418;86;565;216;396;264;36;280;92;156;418
29923;316;214;38;173;103;282;300;127;25;169;316
29924;388;371;282;207;101;510;452;270;54;549;388
29925;148;192;116;192;116;523;39;207;564;45;523
29926;362;156;36;53;129;483;231;184;506;182;362
29927;598;340;398;263;282;393;427;249;207;195;393
29928;135;270;264;70;282;285;259;363;244;156;135
29929;638;216;290;60;395;358;433;298;138;8;358
29930;691;555;373;168;335;547;138;285;477;113;691
29931;231;445;110;523;282;7;355;130;46;201;7
29932;673;332;240;276;421;609;331;216;495;345;673
29933;62;197;25;67;370;214;241;16;156;514;214
29934;265;58;555;466;36;194;263;156;268;102;265
29935;446;218;58;182;231;560;372;359;156;89;446
29936;255;166;166;166;166;450;435;324;496;393;255
29937;274;249;235;267;202;325;569;29;189;33;274
29938;554;207;340;515;241;238;53;496;36;445;554
29939;682;416;63;25;332;77;182;235;227;398;682
29940;461;496;203;219;203;554;94;481;496;93;554
29941;598;291;214;67;291;336;496;409;473;244;336
29942;721;70;447;371;73;558;519;556;182;447;721
29943;84;204;517;566;156;520;363;270;273;473;84
29944;73;523;265;43;496;336;289;5;29;29;336
29945;709;242;14;237;189;643;164;57;237;311;709
29946;79;36;103;115;207;57;213;189;29;63;57
29947;268;5;498;242;479;634;270;156;401;351;634
29948;667;97;417;322;417;55;239;512;474;390;55
29949;429;249;473;219;86;641;447;8;502;227;429
29950;794;92;237;415;411;111;121;381;92;77;794
29951;353;36;267;241;495;386;492;261;213;417;386
29952;30;341;180;51;35;581;116;216;216;559;581
29953;780;203;101;275;34;137;450;38;446;203;137
29954;625;212;272;589;470;451;231;231;527;351;451
29955;156;263;565;218;173;28;251;102;104;99;156
29956;387;184;282;156;492;447;1;450;450;173;387
29957;430;565;9;244;363;379;380;91;91;479;430
29958;228;207;203;92;247;528;93;380;70;280;528
29959;286;203;417;28;91;140;56;33;33;150;286
29960;104;164;457;173;213;222;59;124;63;192;104
29961;21;99;129;257;115;446;164;264;242;240;446
29962;567;253;92;241;36;301;189;263;38;445;301
29963;409;237;355;189;432;642;216;104;61;453;409
29964;115;173;454;418;116;129;156;207;311;175;115
29965;485;430;270;326;97;409;52;173;419;428;409
29966;563;565;182;33;403;449;241;435;44;231;563
29967;691;290;259;240;261;463;466;466;522;81;463
29968;226;29;464;92;242;633;399;411;36;129;633
29969;469;63;148;18;235;669;183;272;151;148;469
29970;278;253;7;91;332;649;263;218;228;403;649
29971;317;416;565;261;606;315;515;156;202;170;315
29972;342;226;214;68;565;349;259;258;102;362;349
29973;598;164;392;240;104;753;104;360;215;495;598
29974;394;63;226;451;226;777;241;528;36;510;394
29975;473;240;34;218;247;564;103;351;441;175;564
29976;529;241;446;63;246;421;396;58;15;295;421
29977;270;304;219;451;19;557;282;402;612;137;557
29978;598;409;175;25;63;301;257;363;214;283;301
29979;300;99;228;203;497;692;218;399;305;207;300
29980;77;474;311;38;21;294;503;173;213;496;77
29981;746;219;148;526;43;711;416;468;94;193;711
29982;205;230;554;226;402;404;216;219;352;401;205
29983;697;269;184;319;458;147;215;164;237;182;147
29984;37;29;116;620;156;349;97;460;210;269;349
29985;277;182;157;340;97;298;214;384;263;213;298
29986;540;282;53;92;8;564;526;428;374;417;540
29987;328;148;290;514;555;750;533;430;163;214;750
29988;71;214;60;409;447;76;241;29;116;235;71
29989;402;156;504;263;207;456;184;368;334;92;402
29990;303;38;58;240;156;274;223;68;71;207;274
29991;62;237;411;523;372;45;161;86;345;126;62
29992;462;450;77;318;240;789;164;212;59;508;462
29993;573;481;488;519;126;739;235;576;273;215;573
29994;263;545;174;209;97;593;43;365;409;265;263
29995;671;401;207;164;107;32;39;536;174;182;32
29996;372;241;222;486;104;528;478;351;567;412;528
29997;503;43;184;280;263;149;572;198;87;117;503
29998;170;52;156;343;15;69;433;93;502;351;69
29999;218;243;243;150;243;758;290;313;417;271;758
30000;101;8;174;114;241;59;46;369;213;87;59
30001;696;182;434;406;92;224;99;15;328;184;696
30002;247;270;251;555;194;93;99;270;371;48;93
30003;774;207;514;218;477;151;250;20;156;43;151
30004;728;442;369;213;111;275;14;468;400;490;275
30005;760;534;291;104;372;475;363;514;458;240;475
30006;366;215;193;225;241;439;445;432;213;129;366
30007;194;351;445;290;203;160;245;57;29;174;160
30008;20;117;237;363;72;171;164;363;436;413;20
30009;282;276;565;157;89;562;393;533;164;33;562
30010;432;182;278;278;374;272;387;118;173;214;432
30011;308;363;61;589;247;495;57;341;249;422;495
30012;498;63;523;382;610;401;127;205;497;419;498
30013;558;237;182;126;496;297;241;206;412;117;558
30014;107;23;36;11;374;798;216;86;33;278;798
30015;411;29;36;33;442;82;246;536;213;28;82
30016;73;218;96;249;530;142;33;259;37;82;142
30017;614;173;267;283;523;548;182;59;369;151;614
30018;736;91;514;216;494;761;237;303;250;200;736
30019;382;114;58;114;225;240;104;328;58;91;240
30020;426;157;403;374;399;79;441;196;352;291;426
30021;478;60;345;237;194;360;328;36;90;173;360
30022;170;46;156;363;237;483;496;46;310;492;483
30023;49;173;79;72;380;317;173;171;171;38;317
30024;528;526;304;347;92;214;114;386;403;506;214
30025;313;5;339;404;210;605;111;43;290;111;313
30026;482;324;428;502;92;431;272;259;285;332;431
30027;265;297;127;164;565;273;126;280;610;69;265
30028;689;413;486;372;512;146;500;416;503;117;146
30029;63;369;168;36;231;632;445;389;263;15;63
30030;279;79;307;270;523;442;466;97;497;403;279
30031;376;106;389;89;164;195;280;67;84;264;376
30032;156;120;416;247;264;417;330;97;201;120;417
30033;300;366;92;563;263;265;59;54;270;214;265
30034;513;374;97;138;97;86;100;495;59;562;513
30035;457;263;345;103;241;168;202;445;182;213;168
30036;277;29;98;45;15;241;103;106;105;173;277
30037;380;213;106;213;450;627;156;216;397;444;627
30038;440;456;218;114;511;640;356;356;60;589;440
30039;38;290;91;241;111;703;188;269;403;279;703
30040;449;565;182;237;241;528;526;339;203;210;528
30041;178;253;597;285;297;284;33;213;63;45;178
30042;437;203;283;128;315;482;174;494;433;451;437
30043;799;315;588;356;92;669;244;310;247;290;799
30044;359;214;34;219;496;512;164;525;162;414;359
30045;258;594;343;5;216;94;21;363;313;363;258
30046;320;250;526;431;38;23;369;92;102;99;23
30047;230;568;404;270;98;244;214;19;164;448;244
30048;296;449;69;189;431;737;469;168;416;315;737
30049;439;214;189;237;363;344;565;38;244;450;344
30050;28;119;104;372;237;546;396;314;442;92;546
30051;701;263;249;578;24;108;15;263;106;216;701
30052;169;34;174;214;207;290;450;334;334;334;169
30053;697;216;242;458;203;690;290;37;156;526;697
30054;83;267;91;479;389;498;396;68;241;272;498
30055;121;479;126;264;334;670;214;180;257;109;121
30056;614;488;328;251;560;710;479;88;444;276;614
30057;157;170;61;599;352;656;321;285;113;453;157
30058;658;86;202;606;369;255;166;166;166;166;658
30059;304;451;271;351;324;302;182;55;372;203;302
30060;505;196;103;104;496;68;92;213;25;280;505
30061;314;194;36;174;29;428;133;94;182;353;428
30062;455;23;253;35;37;567;249;24;91;332;567
30063;421;412;496;291;239;692;18;282;269;18;421
30064;45;68;201;216;473;109;277;214;214;113;45
30065;519;374;29;9;214;191;161;271;514;363;519
30066;493;156;442;33;214;304;351;182;204;5;493
30067;211;411;92;503;419;395;194;150;194;133;211
30068;76;482;79;565;437;447;522;468;611;253;76
30069;677;115;216;76;196;387;451;399;237;118;677
30070;194;495;497;351;324;52;147;141;565;214;194
30071;261;563;287;565;173;565;7;138;44;164;261
30072;278;116;15;126;207;299;280;417;156;290;299
30073;567;204;608;216;44;331;468;276;246;214;567
30074;25;33;240;231;343;708;290;184;428;34;708
30075;413;15;189;308;218;637;182;496;164;115;413
30076;153;246;446;156;503;668;29;271;213;500;153
30077;372;258;218;496;189;135;435;218;5;156;135
30078;781;53;104;331;104;179;496;17;81;104;179
30079;596;196;145;253;175;511;258;263;275;290;596
30080;679;173;174;290;216;335;433;496;433;1;679
30081;379;109;104;104;360;593;182;282;91;5;379
30082;547;148;34;182;93;342;270;102;283;486;342
30083;409;89;304;442;182;372;263;222;250;164;409
30084;582;240;113;164;99;181;183;450;156;5;181
30085;758;514;335;416;85;118;87;87;220;103;758
30086;3;70;188;311;275;85;33;70;129;115;85
30087;150;38;378;174;56;591;241;493;67;8;591
30088;711;355;496;525;218;736;34;53;261;240;711
30089;526;156;385;218;76;4;414;363;20;115;526
30090;766;189;5;182;240;666;173;242;70;380;766
30091;292;81;527;106;81;265;115;189;523;156;265
30092;548;214;270;246;207;394;29;427;164;382;394
30093;156;359;565;56;228;462;216;207;450;483;462
30094;480;259;526;138;421;165;272;67;542;247;165
30095;371;120;83;129;157;360;164;276;310;363;360
30096;496;304;34;76;216;500;254;352;279;423;496
30097;185;268;216;61;156;50;72;496;102;174;185
30098;481;45;240;34;389;722;500;36;95;126;481
30099;198;275;263;102;236;524;188;364;450;444;524
30100;597;311;48;104;304;323;47;214;4;127;597
30101;773;230;263;565;610;526;290;173;324;220;773
30102;486;496;249;416;216;481;259;162;162;237;481
30103;464;230;432;474;363;550;101;138;398;29;550
30104;701;416;104;398;316;418;514;89;225;287;418
30105;140;175;33;340;33;218;243;243;227;194;218
30106;340;218;435;216;86;211;491;419;336;306;340
30107;372;214;164;38;330;57;104;369;241;103;57
30108;688;164;224;398;371;353;214;257;255;523;688
30109;273;300;25;36;283;168;33;203;29;113;273
30110;13;323;374;556;229;448;241;496;116;14;13
30111;213;500;259;164;311;129;352;224;258;240;129
30112;667;164;237;357;384;549;94;285;363;115;549
30113;147;268;33;218;496;572;270;416;282;214;147
30114;311;409;240;291;102;587;314;432;496;365;587
30115;295;14;202;547;102;364;201;372;28;194;364
30116;427;291;184;76;46;616;248;116;442;157;427
30117;572;76;276;231;280;228;56;213;441;360;572
30118;737;340;257;156;394;276;437;24;210;348;276
30119;40;70;38;363;523;227;374;76;168;343;40
30120;765;173;203;231;240;386;240;417;451;310;765
30121;35;182;207;36;40;219;310;216;412;506;219
30122;591;502;526;5;237;347;428;8;255;9;347
30123;593;409;213;270;117;264;295;34;70;148;264
30124;74;276;207;233;203;257;553;70;270;29;257
30125;452;237;148;247;92;107;21;11;152;445;452
30126;227;36;416;9;164;195;241;497;241;9;195
30127;369;189;202;424;210;320;44;351;102;1;320
30128;220;529;496;182;350;574;126;92;447;468;574
30129;534;521;527;389;261;387;445;180;244;220;534
30130;177;390;76;451;15;623;129;257;263;173;623
30131;779;220;515;516;173;432;280;164;126;446;432
30132;308;363;173;173;445;373;207;275;250;298;308
30133;312;363;498;565;214;213;182;180;526;363;213
30134;121;59;69;28;290;35;332;188;197;58;35
30135;123;130;38;76;93;699;38;257;496;133;699
30136;239;419;237;618;29;544;535;428;89;193;544
